"_raw",host,index,source,sourcetype,time
"{""type"": ""ResourcePool"", ""rootFolder"": {""moid"": ""group-d1""}, ""moid"": ""resgroup-8"", ""changeSet"": {""resourcePool"": """", ""summary"": {""configuredMemoryMB"": ""765952"", ""runtime"": {""overallStatus"": ""green"", ""memory"": {""unreservedForVm"": ""119764156416"", ""overallUsage"": ""19822280704"", ""maxUsage"": ""129030422528"", ""reservationUsedForVm"": ""9266266112"", ""reservationUsed"": ""9266266112"", ""unreservedForPool"": ""119764156416""}, ""cpu"": {""unreservedForVm"": ""28040"", ""overallUsage"": ""82"", ""maxUsage"": ""28040"", ""reservationUsedForVm"": ""0"", ""reservationUsed"": ""0"", ""unreservedForPool"": ""28040""}}, ""quickStats"": {""compressedMemory"": ""0"", ""overallCpuDemand"": ""0"", ""staticMemoryEntitlement"": ""0"", ""distributedMemoryEntitlement"": ""0"", ""distributedCpuEntitlement"": ""0"", ""staticCpuEntitlement"": ""0"", ""overheadMemory"": ""645"", ""guestMemoryUsage"": ""253"", ""balloonedMemory"": ""0"", ""privateMemory"": ""17488"", ""sharedMemory"": ""0"", ""consumedOverheadMemory"": ""426"", ""swappedMemory"": ""0"", ""overallCpuUsage"": ""0"", ""hostMemoryUsage"": ""17914""}, ""config"": {""entity"": {""moid"": ""resgroup-8"", ""type"": ""ResourcePool""}, ""cpuAllocation"": {""reservation"": ""28040"", ""expandableReservation"": ""True"", ""limit"": ""28040"", ""shares"": {""shares"": ""4000"", ""level"": ""normal""}}, ""memoryAllocation"": {""reservation"": ""123053"", ""expandableReservation"": ""True"", ""limit"": ""123053"", ""shares"": {""shares"": ""163840"", ""level"": ""normal""}}}, ""name"": ""Resources""}, ""parent"": {""moid"": ""domain-c7"", ""type"": ""ClusterComputeResource""}, ""config"": {""entity"": {""moid"": ""resgroup-8"", ""type"": ""ResourcePool""}, ""cpuAllocation"": {""reservation"": ""28040"", ""expandableReservation"": ""True"", ""limit"": ""28040"", ""shares"": {""shares"": ""4000"", ""level"": ""normal""}}, ""memoryAllocation"": {""reservation"": ""123053"", ""expandableReservation"": ""True"", ""limit"": ""123053"", ""shares"": {""shares"": ""163840"", ""level"": ""normal""}}}, ""name"": ""Resources"", ""runtime"": {""overallStatus"": ""green"", ""memory"": {""unreservedForVm"": ""119764156416"", ""overallUsage"": ""19822280704"", ""maxUsage"": ""129030422528"", ""reservationUsedForVm"": ""9266266112"", ""reservationUsed"": ""9266266112"", ""unreservedForPool"": ""119764156416""}, ""cpu"": {""unreservedForVm"": ""28040"", ""overallUsage"": ""90"", ""maxUsage"": ""28040"", ""reservationUsedForVm"": ""0"", ""reservationUsed"": ""0"", ""unreservedForPool"": ""28040""}}, ""owner"": {""moid"": ""domain-c7"", ""type"": ""ClusterComputeResource""}}, ""collectionVersion"": ""1""}","sv3-app-vctr60.sv.splunk.com","vmware-inv","VMInv:ResourcePool","vmware:inv:resourcepool","2016-06-22 01:52:37"
"{""rootFolder"": {""moid"": ""group-d1""}, ""type"": ""ResourcePool"", ""collectionVersion"": ""2"", ""changeSet"": {""runtime"": {""memory"": {""unreservedForPool"": ""119759962112"", ""maxUsage"": ""129026228224"", ""overallUsage"": ""19822280704"", ""unreservedForVm"": ""119759962112"", ""reservationUsed"": ""9266266112"", ""reservationUsedForVm"": ""9266266112""}, ""overallStatus"": ""green"", ""cpu"": {""unreservedForPool"": ""28040"", ""maxUsage"": ""28040"", ""overallUsage"": ""89"", ""unreservedForVm"": ""28040"", ""reservationUsed"": ""0"", ""reservationUsedForVm"": ""0""}}, ""config"": {""memoryAllocation"": [{""limit"": ""123049""}, {""reservation"": ""123049""}]}, ""summary"": {""configuredMemoryMB"": ""765952"", ""runtime"": {""memory"": {""unreservedForPool"": ""119759962112"", ""maxUsage"": ""129026228224"", ""overallUsage"": ""19822280704"", ""unreservedForVm"": ""119759962112"", ""reservationUsed"": ""9266266112"", ""reservationUsedForVm"": ""9266266112""}, ""overallStatus"": ""green"", ""cpu"": {""unreservedForPool"": ""28040"", ""maxUsage"": ""28040"", ""overallUsage"": ""96"", ""unreservedForVm"": ""28040"", ""reservationUsed"": ""0"", ""reservationUsedForVm"": ""0""}}, ""config"": {""cpuAllocation"": {""expandableReservation"": ""True"", ""shares"": {""shares"": ""4000"", ""level"": ""normal""}, ""limit"": ""28040"", ""reservation"": ""28040""}, ""entity"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-8""}, ""memoryAllocation"": {""expandableReservation"": ""True"", ""shares"": {""shares"": ""163840"", ""level"": ""normal""}, ""limit"": ""123049"", ""reservation"": ""123049""}}, ""quickStats"": {""balloonedMemory"": ""0"", ""privateMemory"": ""17488"", ""sharedMemory"": ""0"", ""consumedOverheadMemory"": ""426"", ""overallCpuUsage"": ""0"", ""distributedCpuEntitlement"": ""0"", ""distributedMemoryEntitlement"": ""0"", ""overallCpuDemand"": ""0"", ""staticCpuEntitlement"": ""0"", ""guestMemoryUsage"": ""284"", ""swappedMemory"": ""0"", ""staticMemoryEntitlement"": ""0"", ""overheadMemory"": ""645"", ""compressedMemory"": ""0"", ""hostMemoryUsage"": ""17914""}, ""name"": ""Resources""}}, ""moid"": ""resgroup-8""}","sv3-app-vctr60.sv.splunk.com","vmware-inv","VMInv:ResourcePool","vmware:inv:resourcepool","2016-06-22 02:07:37"
"{""rootFolder"": {""moid"": ""group-d1""}, ""collectionVersion"": ""3"", ""type"": ""ResourcePool"", ""moid"": ""resgroup-8"", ""changeSet"": {""summary"": {""name"": ""Resources"", ""quickStats"": {""guestMemoryUsage"": ""212"", ""swappedMemory"": ""0"", ""distributedMemoryEntitlement"": ""0"", ""staticCpuEntitlement"": ""0"", ""privateMemory"": ""17488"", ""balloonedMemory"": ""0"", ""sharedMemory"": ""0"", ""staticMemoryEntitlement"": ""0"", ""overheadMemory"": ""645"", ""overallCpuDemand"": ""0"", ""overallCpuUsage"": ""0"", ""compressedMemory"": ""0"", ""distributedCpuEntitlement"": ""0"", ""consumedOverheadMemory"": ""428"", ""hostMemoryUsage"": ""17916""}, ""runtime"": {""cpu"": {""unreservedForPool"": ""28040"", ""unreservedForVm"": ""28040"", ""reservationUsed"": ""0"", ""reservationUsedForVm"": ""0"", ""maxUsage"": ""28040"", ""overallUsage"": ""93""}, ""memory"": {""unreservedForPool"": ""119763107840"", ""unreservedForVm"": ""119763107840"", ""reservationUsed"": ""9266266112"", ""reservationUsedForVm"": ""9266266112"", ""maxUsage"": ""129029373952"", ""overallUsage"": ""19824377856""}, ""overallStatus"": ""green""}, ""configuredMemoryMB"": ""765952"", ""config"": {""entity"": {""moid"": ""resgroup-8"", ""type"": ""ResourcePool""}, ""memoryAllocation"": {""shares"": {""level"": ""normal"", ""shares"": ""163840""}, ""reservation"": ""123052"", ""limit"": ""123052"", ""expandableReservation"": ""True""}, ""cpuAllocation"": {""shares"": {""level"": ""normal"", ""shares"": ""4000""}, ""reservation"": ""28040"", ""limit"": ""28040"", ""expandableReservation"": ""True""}}}, ""runtime"": {""cpu"": {""unreservedForPool"": ""28040"", ""unreservedForVm"": ""28040"", ""reservationUsed"": ""0"", ""reservationUsedForVm"": ""0"", ""maxUsage"": ""28040"", ""overallUsage"": ""91""}, ""memory"": {""unreservedForPool"": ""119763107840"", ""unreservedForVm"": ""119763107840"", ""reservationUsed"": ""9266266112"", ""reservationUsedForVm"": ""9266266112"", ""maxUsage"": ""129029373952"", ""overallUsage"": ""19824377856""}, ""overallStatus"": ""green""}, ""config"": {""memoryAllocation"": [{""limit"": ""123052""}, {""reservation"": ""123052""}]}}}","sv3-app-vctr60.sv.splunk.com","vmware-inv","VMInv:ResourcePool","vmware:inv:resourcepool","2016-06-22 04:52:37"
